sample_id,lambda0_HM,lambda1_HM,lambda2_HM,lambda3_HM,gamma0_MH,gamma1_MH,gamma2_MH,gamma3_MH,delta0_HM,delta1_HM,delta2_HM,delta3_HM,eta0_MH,eta1_MH,eta2_MH,eta3_MH,p0_mortality,p1_mortality
137,0.01,0.712391974,0.364567197,0.503389167,0.072,0.374513028,0.508426877,0.361628379,0.01,0.485007532,0.052655112,0.409542337,0.072,0.085295992,0.418862381,0.290942051,0.05,0.190463778
138,0.01,0.032921591,0.066985693,0.565895477,0.072,0.040943903,0.040473821,0.006877614,0.01,0.755636105,0.582631604,0.279068613,0.072,0.16843221,0.198631434,0.440003206,0.05,0.185183771
139,0.01,0.146304499,0.137546375,0.077732563,0.072,0.375051945,0.434163672,0.150546371,0.01,0.016546519,0.064915617,0.764609428,0.072,0.167812634,0.436918748,0.354808907,0.05,0.106943099
140,0.01,0.162492937,0.09589527,0.485860245,0.072,0.439991987,0.365737616,0.301211612,0.01,0.033141467,0.765106134,0.630984211,0.072,0.166322917,0.556623147,0.341868743,0.05,0.163078344
141,0.01,0.590977812,0.641298133,0.5186181,0.072,0.072758384,0.192135943,0.527151508,0.01,0.177446333,0.294011949,0.341340738,0.072,0.249582034,0.348149683,0.535667076,0.05,0.067393959
142,0.01,0.095986087,0.156001687,0.700670671,0.072,0.366820542,0.162395056,0.463457861,0.01,0.680482297,0.668746328,0.725951962,0.072,0.143272899,0.428863816,0.261586434,0.05,0.235759595
143,0.01,0.575507635,0.613393483,0.518367852,0.072,0.100779541,0.30957529,0.559292412,0.01,0.740536573,0.034107251,0.130203704,0.072,0.074821943,0.412356589,0.464502067,0.05,0.059783183
144,0.01,0.399623627,0.664155392,0.57891322,0.072,0.307990733,0.335317488,0.288748791,0.01,0.235063277,0.446367374,0.544219389,0.072,0.496047416,0.361413489,0.432317033,0.05,0.044820058
145,0.01,0.364630405,0.00737198,0.194876303,0.072,0.412630254,0.563348052,0.056333161,0.01,0.31718051,0.632056065,0.161188151,0.072,0.315288251,0.416384496,0.349879736,0.05,0.052646926
146,0.01,0.280753809,0.61919551,0.437838946,0.072,0.00297042,0.432242752,0.02005685,0.01,0.589129688,0.159959643,0.756878049,0.072,0.208990347,0.185697158,0.084568413,0.05,0.08556918
147,0.01,0.692554102,0.787104127,0.290964529,0.072,0.254810838,0.410136293,0.503359203,0.01,0.468505024,0.309305302,0.325971254,0.072,0.395111107,0.001827974,0.351926744,0.05,0.099538043
148,0.01,0.627415892,0.073462605,0.464679791,0.072,0.273192601,0.364840899,0.036836842,0.01,0.458187192,0.443572824,0.442921475,0.072,0.342780995,0.384233788,0.457233752,0.05,0.075549802
149,0.01,0.651789034,0.393621989,0.060876041,0.072,0.033256928,0.189847365,0.445821483,0.01,0.559067938,0.623005822,0.408642555,0.072,0.250033031,0.083753035,0.186413484,0.05,0.121525423
150,0.01,0.069994339,0.174283443,0.472597982,0.072,0.417856649,0.567061386,0.530008372,0.01,0.507626508,0.332785962,0.502580118,0.072,0.446250119,0.067214956,0.232825977,0.05,0.23514464
151,0.01,0.303228032,0.451779094,0.464337795,0.072,0.104782512,0.205749731,0.190002412,0.01,0.0206954,0.019111493,0.657040665,0.072,0.15510422,0.294268739,0.169676126,0.05,0.263390189
152,0.01,0.20484444,0.339428882,0.689456898,0.072,0.478218266,0.105705605,0.4559014,0.01,0.361967641,0.381545409,0.105449178,0.072,0.04578166,0.413469526,0.281989935,0.05,0.122318197
153,0.01,0.576311501,0.60475519,0.125537452,0.072,0.346607885,0.076881119,0.426781049,0.01,0.518994573,0.755725551,0.054476833,0.072,0.032407082,0.160282258,0.148648828,0.05,0.069154064
154,0.01,0.715941119,0.197141498,0.214840284,0.072,0.431338213,0.255452231,0.441171596,0.01,0.051639264,0.385181243,0.026554744,0.072,0.03558702,0.514856473,0.079091371,0.05,0.149077791
155,0.01,0.324765526,0.274401228,0.710868343,0.072,0.012395689,0.377032542,0.547208039,0.01,0.442532865,0.740089745,0.041283725,0.072,0.237874605,0.147769625,0.415106308,0.05,0.274763185
156,0.01,0.202658749,0.516797935,0.15649713,0.072,0.321107585,0.263513652,0.552099027,0.01,0.480736545,0.276110034,0.09013567,0.072,0.085908199,0.127980016,0.142549064,0.05,0.238172496
157,0.01,0.443366003,0.41347882,0.090667409,0.072,0.488559346,0.410558524,0.03843563,0.01,0.559189727,0.429395192,0.064563023,0.072,0.260314764,0.275307491,0.094159939,0.05,0.264795481
158,0.01,0.671480543,0.528527646,0.365213493,0.072,0.233882828,0.369752929,0.309805302,0.01,0.049195754,0.404877093,0.637058858,0.072,0.26084825,0.029511336,0.446606017,0.05,0.056381859
159,0.01,0.20431046,0.130118019,0.260869901,0.072,0.429834855,0.295011168,0.116372564,0.01,0.693485762,0.694869665,0.687756956,0.072,0.135636248,0.256303947,0.559474125,0.05,0.216163493
160,0.01,0.021462263,0.051511627,0.366505788,0.072,0.516437077,0.305982621,0.282757505,0.01,0.083324223,0.518856283,0.649461497,0.072,0.216078564,0.440547531,0.547822739,0.05,0.057054609
161,0.01,0.413430409,0.226838987,0.626354991,0.072,0.328073032,0.360442813,0.453215243,0.01,0.312816673,0.722921154,0.421092805,0.072,0.089718339,0.395270699,0.450572447,0.05,0.08869327
162,0.01,0.677171613,0.715853171,0.218754545,0.072,0.558640197,0.079924148,0.1147449,0.01,0.145537623,0.706251871,0.516891116,0.072,0.086395233,0.250103702,0.349489278,0.05,0.023369944
163,0.01,0.697108931,0.634846793,0.399113351,0.072,0.549327917,0.237288236,0.558974661,0.01,0.527656799,0.501390306,0.131104367,0.072,0.500934967,0.242814143,0.092148574,0.05,0.003530106
164,0.01,0.44220699,0.416645701,0.568289362,0.072,0.505666574,0.04510294,0.415490007,0.01,0.148055436,0.677959872,0.647060176,0.072,0.307170853,0.40341791,0.178550864,0.05,0.131927012
165,0.01,0.649093149,0.362819506,0.28266063,0.072,0.28071267,0.470445575,0.190398171,0.01,0.137271659,0.562491076,0.652522788,0.072,0.057162088,0.136248496,0.08064009,0.05,0.097423595
166,0.01,0.355777273,0.591572806,0.514406592,0.072,0.352687426,0.20014897,0.47794221,0.01,0.372316862,0.773492901,0.500972289,0.072,0.071718373,0.384068855,0.184659081,0.05,0.192171615
167,0.01,0.055016507,0.138156335,0.676032435,0.072,0.129037988,0.475439359,0.158628818,0.01,0.507876709,0.548378953,0.404997255,0.072,0.173416464,0.120782006,0.018851553,0.05,0.085104992
168,0.01,0.515998605,0.741260807,0.688251541,0.072,0.435124793,0.447838091,0.377711425,0.01,0.205626617,0.716684074,0.529878526,0.072,0.318330278,0.063042019,0.253927549,0.05,0.128900316
169,0.01,0.683005252,0.431852094,0.300516434,0.072,0.554822587,0.062889297,0.240007507,0.01,0.033199493,0.584524255,0.725280476,0.072,0.159061203,0.487538072,0.165979955,0.05,0.255015645
170,0.01,0.595629904,0.635876354,0.014225179,0.072,0.546876283,0.412749123,0.173098622,0.01,0.655221785,0.222401747,0.689475533,0.072,0.063945662,0.399693635,0.307116735,0.05,0.027029652
171,0.01,0.191096124,0.009799189,0.370326693,0.072,0.171118668,0.339867051,0.168831075,0.01,0.236936098,0.587122627,0.03803284,0.072,0.512844357,0.484085881,0.37931306,0.05,0.16610204
172,0.01,0.704918974,0.146410842,0.062385638,0.072,0.136041777,0.451320462,0.019692712,0.01,0.4604174,0.786395638,0.675999914,0.072,0.296181151,0.036148036,0.472220156,0.05,0.167713982
173,0.01,0.090797068,0.074147255,0.718605187,0.072,0.380105749,0.471034902,0.499260015,0.01,0.451700158,0.408782618,0.340037654,0.072,0.180025662,0.246850506,0.439563644,0.05,0.168538561
174,0.01,0.705093399,0.350270211,0.479600767,0.072,0.35858269,0.336083988,0.399095983,0.01,0.18757244,0.404767384,0.082337594,0.072,0.218402434,0.276994895,0.370463379,0.05,0.266148695
175,0.01,0.474514343,0.587439194,0.399950187,0.072,0.36017109,0.040289499,0.144494418,0.01,0.285863944,0.37326975,0.036062509,0.072,0.079533687,0.157230527,0.551830568,0.05,0.092777162
176,0.01,0.380812436,0.154917193,0.482516256,0.072,0.159428066,0.117571785,0.293413253,0.01,0.004349581,0.006054586,0.173064359,0.072,0.020857734,0.061358628,0.192472849,0.05,0.22472399
177,0.01,0.451918428,0.405007504,0.23185617,0.072,0.529236113,0.225504543,0.049468692,0.01,0.487482548,0.089932331,0.272726283,0.072,0.288209981,0.496558394,0.280334458,0.05,0.196632454
178,0.01,0.784325303,0.103876405,0.217037905,0.072,0.224119211,0.239598405,0.233459971,0.01,0.717012692,0.564085789,0.480245119,0.072,0.175723704,0.467912938,0.542474371,0.05,0.229935519
179,0.01,0.001236433,0.502757082,0.040396951,0.072,0.146320901,0.03381003,0.342955817,0.01,0.542406032,0.090445234,0.303232718,0.072,0.259142337,0.209622116,0.0687422,0.05,0.117305381
180,0.01,0.593430658,0.056096055,0.063342211,0.072,0.201510094,0.534900204,0.379749263,0.01,0.536149266,0.285916793,0.468992025,0.072,0.005754513,0.361302554,0.518746986,0.05,0.171520571
181,0.01,0.690221889,0.571938714,0.095241149,0.072,0.512593479,0.037740104,0.303293524,0.01,0.112288328,0.009248222,0.333407066,0.072,0.167583122,0.27604828,0.327849536,0.05,0.01224694
182,0.01,0.097172603,0.441327493,0.271102209,0.072,0.414170541,0.370501656,0.480303278,0.01,0.547069333,0.339645551,0.531643632,0.072,0.156416507,0.173986067,0.448143571,0.05,0.124997465
183,0.01,0.630720469,0.649713675,0.677474247,0.072,0.520648814,0.244799605,0.181116353,0.01,0.45993701,0.293226215,0.474848592,0.072,0.40077277,0.391014051,0.21274604,0.05,0.046720856
184,0.01,0.340118177,0.112649374,0.703176658,0.072,0.196458398,0.087733136,0.014454328,0.01,0.510199685,0.503152831,0.269077292,0.072,0.040732353,0.232669212,0.176771537,0.05,0.189593779
185,0.01,0.478565607,0.288029045,0.172135118,0.072,0.561204429,0.257872921,0.390939766,0.01,0.111036844,0.383615863,0.021754009,0.072,0.287098507,0.547561887,0.218229413,0.05,0.010918884
186,0.01,0.024455075,0.30650954,0.1264197,0.072,0.013263991,0.429529333,0.260441069,0.01,0.22850337,0.711065715,0.091749779,0.072,0.542961895,0.178333095,0.504613286,0.05,0.168824005
187,0.01,0.653098814,0.777370399,0.227840296,0.072,0.545924956,0.221225716,0.218970762,0.01,0.268905812,0.42771201,0.121774584,0.072,0.314508124,0.307688333,0.43276023,0.05,0.233421989
188,0.01,0.347948667,0.238843267,0.204874569,0.072,0.110546339,0.032743827,0.194510452,0.01,0.213495677,0.763469735,0.440589973,0.072,0.197253358,0.329705597,0.079063726,0.05,0.12433225
189,0.01,0.494725114,0.386229287,0.317405253,0.072,0.564505885,0.500018785,0.354094584,0.01,0.449808115,0.490321779,0.159036565,0.072,0.224438238,0.022413015,0.270110149,0.05,0.152046884
190,0.01,0.179922292,0.761582789,0.718469143,0.072,0.410177358,0.302963605,0.494142483,0.01,0.103215352,0.624502737,0.098608443,0.072,0.451111656,0.156635979,0.49818745,0.05,0.264331786
191,0.01,0.117548816,0.365513728,0.774980029,0.072,0.274575424,0.490494993,0.334399505,0.01,0.296510627,0.225769009,0.160546242,0.072,0.432701373,0.219555008,0.290404463,0.05,0.137851134
192,0.01,0.456050433,0.683805945,0.774784081,0.072,0.23150783,0.470030748,0.434251787,0.01,0.453087872,0.755277243,0.158374867,0.072,0.062062071,0.485050397,0.249437096,0.05,0.237151279
193,0.01,0.705541262,0.049341499,0.697937163,0.072,0.254645223,0.289925654,0.355904546,0.01,0.731842259,0.015101715,0.37670634,0.072,0.39062612,0.410497552,0.393358421,0.05,0.037641836
194,0.01,0.236522515,0.283385265,0.635505394,0.072,0.158335608,0.119680419,0.543830475,0.01,0.007001995,0.788278476,0.534688826,0.072,0.470570562,0.167343817,0.008131078,0.05,0.206603465
195,0.01,0.658974232,0.584976144,0.112851727,0.072,0.42794706,0.43674814,0.374051013,0.01,0.605231587,0.668277937,0.48474725,0.072,0.050327478,0.276972596,0.044104822,0.05,0.114112049
196,0.01,0.321614126,0.052147777,0.275568222,0.072,0.06304692,0.459077599,0.538286799,0.01,0.057130015,0.754541014,0.412835513,0.072,0.170153305,0.043657659,0.284354584,0.05,0.222464352
197,0.01,0.558598317,0.039678549,0.05759245,0.072,0.228832025,0.167725001,0.131994295,0.01,0.221993554,0.634751367,0.734090162,0.072,0.23009833,0.514671049,0.182609558,0.05,0.133402356
198,0.01,0.178562908,0.505976073,0.773395081,0.072,0.342784079,0.2032384,0.367960309,0.01,0.097107336,0.702040673,0.397436321,0.072,0.255230653,0.3327712,0.354877234,0.05,0.020097226
199,0.01,0.539267605,0.191126027,0.56402258,0.072,0.467199763,0.456648432,0.313820549,0.01,0.410934215,0.112872009,0.612523459,0.072,0.154160528,0.282123,0.161467685,0.05,0.037471942
200,0.01,0.497350581,0.042922308,0.591429735,0.072,0.1803893,7.65E-05,0.290321351,0.01,0.037013008,0.218173951,0.558511425,0.072,0.035607705,0.476744264,0.002169716,0.05,0.069110683
201,0.01,0.585314204,0.249853418,0.080494987,0.072,0.204612866,0.153583387,0.47866036,0.01,0.247544855,0.623256653,0.704578994,0.072,0.246408294,0.516847706,0.214316655,0.05,0.269941957
202,0.01,0.070538724,0.542745221,0.390113092,0.072,0.220184521,0.359380347,0.399790828,0.01,0.003446983,0.13189294,0.56330638,0.072,0.378506915,0.548714983,0.432269465,0.05,0.266216358
203,0.01,0.555006996,0.235461245,0.083238289,0.072,0.444075954,0.365876758,0.027369655,0.01,0.284439868,0.755871854,0.395316905,0.072,0.245790149,0.259973376,0.118645387,0.05,0.103238008
204,0.01,0.292152472,0.041360466,0.606378427,0.072,0.236574517,0.466998176,0.482997665,0.01,0.167475303,0.519309251,0.373102625,0.072,0.499929027,0.122540706,0.384997898,0.05,0.170170594
205,0.01,0.233288167,0.107914714,0.514795411,0.072,0.419523356,0.179276331,0.366264919,0.01,0.312153417,0.563433438,0.157380067,0.072,0.505642121,0.163248651,0.208902441,0.05,0.016265747
206,0.01,0.088094648,0.407530903,0.211398215,0.072,0.474552768,0.008345845,0.21532542,0.01,0.266502982,0.015268828,0.098251035,0.072,0.234949039,0.279947084,0.229636576,0.05,0.14866255
207,0.01,0.470154023,0.007839819,0.366635176,0.072,0.547267569,0.294810335,0.384844008,0.01,0.246372448,0.611453189,0.610607971,0.072,0.296096155,0.554375852,0.071312522,0.05,0.004745346
208,0.01,0.608424987,0.637652875,0.094963711,0.072,0.150851049,0.009969742,0.166599291,0.01,0.61078208,0.409188817,0.274995519,0.072,0.21114792,0.000768859,0.1702867,0.05,0.181008448
209,0.01,0.769613611,0.669178053,0.018640022,0.072,0.510382423,0.444856699,0.443253638,0.01,0.36181665,0.314424181,0.239303426,0.072,0.03731468,0.129637686,0.140070865,0.05,0.13554158
210,0.01,0.590481081,0.374309764,0.045697115,0.072,0.544024607,0.535467413,0.445987661,0.01,0.783149042,0.430141043,0.760586997,0.072,0.042943663,0.207706665,0.12801656,0.05,0.054833264
211,0.01,0.11123433,0.491706777,0.617244266,0.072,0.328473491,0.083474819,0.460718301,0.01,0.502404219,0.306650908,0.532562933,0.072,0.147626028,0.196069174,0.521131959,0.05,0.081341262
212,0.01,0.371290732,0.703211499,0.559099867,0.072,0.035331432,0.083668129,0.004454024,0.01,0.498428214,0.353662006,0.106077132,0.072,0.544106581,0.300846723,0.137395391,0.05,0.140169
213,0.01,0.536900063,0.060228982,0.217016014,0.072,0.458356399,0.261089646,0.310455817,0.01,0.341924642,0.034680955,0.130942326,0.072,0.253067651,0.118817344,0.028388088,0.05,0.236221906
214,0.01,0.775142098,0.62658287,0.674490088,0.072,0.13744301,0.545636122,0.1118538,0.01,0.75162955,0.785907242,0.562261017,0.072,0.55728964,0.323498595,0.147419733,0.05,0.122358848
215,0.01,0.468913139,0.057734434,0.491651179,0.072,0.557309011,0.107981145,0.450194026,0.01,0.717240047,0.745524258,0.758507127,0.072,0.296189075,0.555110892,0.430152198,0.05,0.045268002
216,0.01,0.376751084,0.567481629,0.195398849,0.072,0.363869424,0.378629072,0.092413454,0.01,0.446417397,0.60958526,0.394127575,0.072,0.00687457,0.00513385,0.202792667,0.05,0.259334339
217,0.01,0.180654656,0.501147314,0.175439938,0.072,0.182708554,0.481687907,0.413993299,0.01,0.075365429,0.338674597,0.023044113,0.072,0.273145603,0.376262519,0.06730949,0.05,0.080887783
218,0.01,0.314290934,0.726429509,0.784671462,0.072,0.025509618,0.432252501,0.21113927,0.01,0.310041967,0.595869329,0.725556881,0.072,0.540127442,0.327805629,0.202844818,0.05,0.220513744
219,0.01,0.198291093,0.445618483,0.283276985,0.072,0.37296645,0.136546583,0.108824793,0.01,0.725408878,0.08042491,0.399706747,0.072,0.125444381,0.022112219,0.020458689,0.05,0.049062096
220,0.01,0.68474858,0.223158208,0.750862745,0.072,0.330361462,0.24799686,0.329490458,0.01,0.408191724,0.59943324,0.223171892,0.072,0.200532622,0.507845564,0.537587299,0.05,0.249916304
221,0.01,0.331363915,0.616488747,0.376305229,0.072,0.282602636,0.116258302,0.335762012,0.01,0.147047359,0.261936112,0.675473859,0.072,0.11761906,0.040417906,0.039196313,0.05,0.263419666
222,0.01,0.400467146,0.323435537,0.640594079,0.072,0.474749127,0.188684507,0.393975057,0.01,0.609187025,0.517174043,0.119760109,0.072,0.497501591,0.306205706,0.160444338,0.05,0.119063892
223,0.01,0.029681161,0.101014773,0.604781933,0.072,6.61E-06,0.236609391,0.296785783,0.01,0.043161192,0.768731749,0.178639012,0.072,0.172784873,0.172639347,0.130876664,0.05,0.00041267
224,0.01,0.576182387,0.763807945,0.177191852,0.072,0.376610805,0.421397114,0.481905615,0.01,0.333877066,0.239315415,0.256983156,0.072,0.404768917,0.463930737,0.103156734,0.05,0.103863482
225,0.01,0.712532755,0.637287881,0.778038138,0.072,0.428413011,0.223334874,0.33548229,0.01,0.522201261,0.061980095,0.430152598,0.072,0.402894231,0.095038501,0.443398815,0.05,0.163456379
226,0.01,0.752255211,0.033513616,0.209607649,0.072,0.341682603,0.16844603,0.405792925,0.01,0.599614173,0.080987612,0.405945027,0.072,0.289049836,0.209751477,0.529901322,0.05,0.23170177
227,0.01,0.550795412,0.564318042,0.364755754,0.072,0.523124888,0.394530203,0.414061243,0.01,0.680735814,0.216516556,0.637586014,0.072,0.110896662,0.196154229,0.190626738,0.05,0.273987131
228,0.01,0.676664407,0.553924191,0.574374842,0.072,0.319257347,0.537947499,0.281874972,0.01,0.300608991,0.128797916,0.621102465,0.072,0.417164153,0.218313662,0.014309859,0.05,0.234919252
229,0.01,0.009020207,0.555922826,0.766503117,0.072,0.248591634,0.133464894,0.400366734,0.01,0.645531232,0.43167995,0.763957867,0.072,0.029347834,0.2867239,0.408081842,0.05,0.241539332
230,0.01,0.141611933,0.632002751,0.43663859,0.072,0.225242491,0.074814136,0.491487991,0.01,0.124245834,0.244732409,0.22913597,0.072,0.494963171,0.382095301,0.452515034,0.05,0.070131012
231,0.01,0.493650539,0.451679327,0.657935998,0.072,0.51465745,0.006905046,0.382843314,0.01,0.040950281,0.433598345,0.227229856,0.072,0.174249109,0.20048043,0.352894111,0.05,0.09353399
232,0.01,0.57883225,0.319576635,0.053999028,0.072,0.445175591,0.162310728,0.245811588,0.01,0.541500668,0.262640364,0.044702668,0.072,0.212387155,0.536446795,0.364505138,0.05,0.188014162
233,0.01,0.499502901,0.15720379,0.330483753,0.072,0.426533805,0.057579806,0.157820377,0.01,0.218292096,0.341294953,0.774491305,0.072,0.038341447,0.294622165,0.101879139,0.05,0.271789433
234,0.01,0.089509769,0.318844792,0.582929138,0.072,0.400186915,0.240109866,0.196825727,0.01,0.314113779,0.208778248,0.162213022,0.072,0.274366548,0.152527173,0.163278226,0.05,0.183891698
235,0.01,0.765144492,0.476873388,0.060813779,0.072,0.042931493,0.540408389,0.168861169,0.01,0.072732919,0.473245224,0.492682535,0.072,0.368350738,0.151884352,0.008582869,0.05,0.270204303
236,0.01,0.198205506,0.534060768,0.558237597,0.072,0.346484213,0.1777314,0.153982672,0.01,0.472157943,0.684215551,0.747919646,0.072,0.060154497,0.087942652,0.536610195,0.05,0.206229864
237,0.01,0.697565122,0.160079781,0.464192838,0.072,0.39824729,0.386303551,0.23183016,0.01,0.012161964,0.460511585,0.199950216,0.072,0.255744412,0.543906017,0.22665206,0.05,0.23514445
238,0.01,0.148947079,0.531243793,0.771835494,0.072,0.057875281,0.004725727,0.246275026,0.01,0.073174132,0.591223636,0.722493444,0.072,0.246523912,0.146948213,0.246741085,0.05,0.202565389
239,0.01,0.007152788,0.465668652,0.484500431,0.072,0.362206924,0.137468541,0.405581947,0.01,0.072199274,0.157423566,0.693201337,0.072,0.41959475,0.007807475,0.141077716,0.05,0.060033815
240,0.01,0.213936999,0.195572219,0.049395774,0.072,0.260678213,0.416192614,0.34462362,0.01,0.531568618,0.064107851,0.751677661,0.072,0.476263362,0.457291301,0.467454801,0.05,0.261158942
241,0.01,0.429960633,0.158222794,0.48725905,0.072,0.421956688,0.419137079,0.296183046,0.01,0.054082388,0.293179221,0.727405621,0.072,0.331966981,0.305772544,0.152708796,0.05,0.103165698
242,0.01,0.70732341,0.526505808,0.622035751,0.072,0.2580682,0.357980421,0.14108189,0.01,0.557314056,0.337805054,0.349610957,0.072,0.36881508,0.531807393,0.036355605,0.05,0.230928106
